movie_title,imdb_score,year,gross,budget,profit_markup_pr,continent,genre,mycolor
Osama ,7.4,2003,1127331,46000.00,2351,Asia,Drama,profit
The Secret in Their Eyes ,8.2,2009,20167424,2000000.00,908,South America,Drama,profit
The Secret in Their Eyes ,8.2,2009,20167424,2000000.00,908,South America,Mystery,profit
The Secret in Their Eyes ,8.2,2009,20167424,2000000.00,908,South America,Thriller,profit
Nine Queens ,7.9,2000,1221261,1500000.00,-19,South America,Crime,loss
Nine Queens ,7.9,2000,1221261,1500000.00,-19,South America,Drama,loss
Nine Queens ,7.9,2000,1221261,1500000.00,-19,South America,Thriller,loss
The Holy Girl ,6.7,2004,304124,1400000.00,-78,South America,Drama,loss
Knock Off ,4.8,1998,10076136,35000000.00,-71,North America,Action,loss
Knock Off ,4.8,1998,10076136,35000000.00,-71,North America,Comedy,loss
Knock Off ,4.8,1998,10076136,35000000.00,-71,North America,Thriller,loss
Love and Other Catastrophes ,6.4,1996,212285,250000.00,-15,Australia,Comedy,loss
Love and Other Catastrophes ,6.4,1996,212285,250000.00,-15,Australia,Romance,loss
Happy Feet 2 ,5.9,2011,63992328,135000000.00,-53,Australia,Animation,loss
Happy Feet 2 ,5.9,2011,63992328,135000000.00,-53,Australia,Comedy,loss
Happy Feet 2 ,5.9,2011,63992328,135000000.00,-53,Australia,Family,loss
Happy Feet 2 ,5.9,2011,63992328,135000000.00,-53,Australia,Musical,loss
Australia ,6.6,2008,49551662,130000000.00,-62,Australia,Adventure,loss
Australia ,6.6,2008,49551662,130000000.00,-62,Australia,Drama,loss
Australia ,6.6,2008,49551662,130000000.00,-62,Australia,Romance,loss
Australia ,6.6,2008,49551662,130000000.00,-62,Australia,War,loss
Mad Max 2: The Road Warrior ,7.6,1981,9003011,2000000.00,350,Australia,Action,profit
Mad Max 2: The Road Warrior ,7.6,1981,9003011,2000000.00,350,Australia,Adventure,profit
Mad Max 2: The Road Warrior ,7.6,1981,9003011,2000000.00,350,Australia,Sci-Fi,profit
Mad Max 2: The Road Warrior ,7.6,1981,9003011,2000000.00,350,Australia,Thriller,profit
Shine ,7.7,1996,35811509,5500000.00,551,Australia,Biography,profit
Shine ,7.7,1996,35811509,5500000.00,551,Australia,Drama,profit
Shine ,7.7,1996,35811509,5500000.00,551,Australia,Music,profit
Shine ,7.7,1996,35811509,5500000.00,551,Australia,Romance,profit
The Proposition ,7.4,2005,1900725,2000000.00,-5,Australia,Crime,loss
The Proposition ,7.4,2005,1900725,2000000.00,-5,Australia,Drama,loss
The Proposition ,7.4,2005,1900725,2000000.00,-5,Australia,Western,loss
Opal Dream ,6.6,2006,13751,11400000.00,-100,Australia,Drama,loss
Opal Dream ,6.6,2006,13751,11400000.00,-100,Australia,Family,loss
The Blood of Heroes ,6.5,1989,882290,10000000.00,-91,Australia,Action,loss
The Blood of Heroes ,6.5,1989,882290,10000000.00,-91,Australia,Sci-Fi,loss
The Blood of Heroes ,6.5,1989,882290,10000000.00,-91,Australia,Sport,loss
House of Wax ,5.3,2005,32048809,30000000.00,7,Australia,Horror,profit
The Crocodile Hunter: Collision Course ,5.4,2002,28399192,13000000.00,118,Australia,Action,profit
The Crocodile Hunter: Collision Course ,5.4,2002,28399192,13000000.00,118,Australia,Adventure,profit
The Crocodile Hunter: Collision Course ,5.4,2002,28399192,13000000.00,118,Australia,Comedy,profit
The Crocodile Hunter: Collision Course ,5.4,2002,28399192,13000000.00,118,Australia,Family,profit
The Great Gatsby ,7.3,2013,144812796,105000000.00,38,Australia,Drama,profit
The Great Gatsby ,7.3,2013,144812796,105000000.00,38,Australia,Romance,profit
"I, Frankenstein ",5.1,2014,19059018,65000000.00,-71,Australia,Action,loss
"I, Frankenstein ",5.1,2014,19059018,65000000.00,-71,Australia,Fantasy,loss
"I, Frankenstein ",5.1,2014,19059018,65000000.00,-71,Australia,Sci-Fi,loss
"I, Frankenstein ",5.1,2014,19059018,65000000.00,-71,Australia,Thriller,loss
Crocodile Dundee II ,5.5,1988,109306210,15800000.00,592,Australia,Action,profit
Crocodile Dundee II ,5.5,1988,109306210,15800000.00,592,Australia,Adventure,profit
Crocodile Dundee II ,5.5,1988,109306210,15800000.00,592,Australia,Comedy,profit
Daybreakers ,6.5,2009,29975979,20000000.00,50,Australia,Action,profit
Daybreakers ,6.5,2009,29975979,20000000.00,50,Australia,Horror,profit
Daybreakers ,6.5,2009,29975979,20000000.00,50,Australia,Sci-Fi,profit
Daybreakers ,6.5,2009,29975979,20000000.00,50,Australia,Thriller,profit
The Railway Man ,7.1,2013,4435083,18000000.00,-75,Australia,Biography,loss
The Railway Man ,7.1,2013,4435083,18000000.00,-75,Australia,Drama,loss
The Railway Man ,7.1,2013,4435083,18000000.00,-75,Australia,Romance,loss
The Railway Man ,7.1,2013,4435083,18000000.00,-75,Australia,War,loss
The Children of Huang Shi ,7.1,2008,1027749,40000000.00,-97,Australia,Drama,loss
The Children of Huang Shi ,7.1,2008,1027749,40000000.00,-97,Australia,War,loss
Bran Nue Dae ,6.3,2009,110029,6500000.00,-98,Australia,Comedy,loss
Bran Nue Dae ,6.3,2009,110029,6500000.00,-98,Australia,Drama,loss
Bran Nue Dae ,6.3,2009,110029,6500000.00,-98,Australia,Musical,loss
Babe: Pig in the City ,5.8,1998,18318000,80000000.00,-77,Australia,Adventure,loss
Babe: Pig in the City ,5.8,1998,18318000,80000000.00,-77,Australia,Comedy,loss
Babe: Pig in the City ,5.8,1998,18318000,80000000.00,-77,Australia,Drama,loss
Babe: Pig in the City ,5.8,1998,18318000,80000000.00,-77,Australia,Family,loss
Babe: Pig in the City ,5.8,1998,18318000,80000000.00,-77,Australia,Fantasy,loss
Babe ,6.8,1995,66600000,30000000.00,122,Australia,Comedy,profit
Babe ,6.8,1995,66600000,30000000.00,122,Australia,Drama,profit
Babe ,6.8,1995,66600000,30000000.00,122,Australia,Family,profit
Mad Max Beyond Thunderdome ,6.2,1985,36200000,12305523.00,194,Australia,Action,profit
Mad Max Beyond Thunderdome ,6.2,1985,36200000,12305523.00,194,Australia,Adventure,profit
Mad Max Beyond Thunderdome ,6.2,1985,36200000,12305523.00,194,Australia,Sci-Fi,profit
Mad Max Beyond Thunderdome ,6.2,1985,36200000,12305523.00,194,Australia,Thriller,profit
Psycho Beach Party ,6.3,2000,265107,1500000.00,-82,Australia,Comedy,loss
Psycho Beach Party ,6.3,2000,265107,1500000.00,-82,Australia,Horror,loss
Psycho Beach Party ,6.3,2000,265107,1500000.00,-82,Australia,Mystery,loss
Rabbit-Proof Fence ,7.5,2002,6165429,6000000.00,3,Australia,Adventure,profit
Rabbit-Proof Fence ,7.5,2002,6165429,6000000.00,3,Australia,Biography,profit
Rabbit-Proof Fence ,7.5,2002,6165429,6000000.00,3,Australia,Drama,profit
Rabbit-Proof Fence ,7.5,2002,6165429,6000000.00,3,Australia,History,profit
Critical Care ,6,1997,141853,12000000.00,-99,Australia,Comedy,loss
Critical Care ,6,1997,141853,12000000.00,-99,Australia,Drama,loss
Crocodile Dundee ,6.5,1986,174635000,8800000.00,1884,Australia,Adventure,profit
Crocodile Dundee ,6.5,1986,174635000,8800000.00,1884,Australia,Comedy,profit
Mad Max: Fury Road ,8.1,2015,153629485,150000000.00,2,Australia,Action,profit
Mad Max: Fury Road ,8.1,2015,153629485,150000000.00,2,Australia,Adventure,profit
Mad Max: Fury Road ,8.1,2015,153629485,150000000.00,2,Australia,Sci-Fi,profit
Mad Max: Fury Road ,8.1,2015,153629485,150000000.00,2,Australia,Thriller,profit
Crocodile Dundee in Los Angeles ,4.8,2001,25590119,21150000.00,21,Australia,Adventure,profit
Crocodile Dundee in Los Angeles ,4.8,2001,25590119,21150000.00,21,Australia,Comedy,profit
Crocodile Dundee in Los Angeles ,4.8,2001,25590119,21150000.00,21,Australia,Crime,profit
House of Wax ,5.3,2005,32048809,30000000.00,7,Australia,Horror,profit
Dark City ,7.7,1998,14337579,27000000.00,-47,Australia,Action,loss
Dark City ,7.7,1998,14337579,27000000.00,-47,Australia,Drama,loss
Dark City ,7.7,1998,14337579,27000000.00,-47,Australia,Fantasy,loss
Dark City ,7.7,1998,14337579,27000000.00,-47,Australia,Mystery,loss
Dark City ,7.7,1998,14337579,27000000.00,-47,Australia,Sci-Fi,loss
Dark City ,7.7,1998,14337579,27000000.00,-47,Australia,Thriller,loss
Travelers and Magicians ,7.5,2003,505295,1800000.00,-72,Australia,Adventure,loss
Travelers and Magicians ,7.5,2003,505295,1800000.00,-72,Australia,Drama,loss
The Great Gatsby ,7.3,2013,144812796,105000000.00,38,Australia,Drama,profit
The Great Gatsby ,7.3,2013,144812796,105000000.00,38,Australia,Romance,profit
Three to Tango ,6.1,1999,10544143,20000000.00,-47,Australia,Comedy,loss
Three to Tango ,6.1,1999,10544143,20000000.00,-47,Australia,Romance,loss
Jindabyne ,6.4,2006,399879,15000000.00,-97,Australia,Crime,loss
Jindabyne ,6.4,2006,399879,15000000.00,-97,Australia,Drama,loss
Jindabyne ,6.4,2006,399879,15000000.00,-97,Australia,Mystery,loss
Jindabyne ,6.4,2006,399879,15000000.00,-97,Australia,Thriller,loss
Disturbing Behavior ,5.5,1998,17411331,15000000.00,16,Australia,Horror,profit
Disturbing Behavior ,5.5,1998,17411331,15000000.00,16,Australia,Mystery,profit
Disturbing Behavior ,5.5,1998,17411331,15000000.00,16,Australia,Sci-Fi,profit
Disturbing Behavior ,5.5,1998,17411331,15000000.00,16,Australia,Thriller,profit
The Phantom ,4.9,1996,17300889,45000000.00,-62,Australia,Action,loss
The Phantom ,4.9,1996,17300889,45000000.00,-62,Australia,Adventure,loss
The Phantom ,4.9,1996,17300889,45000000.00,-62,Australia,Comedy,loss
The Phantom ,4.9,1996,17300889,45000000.00,-62,Australia,Fantasy,loss
Quigley Down Under ,6.8,1990,21413105,20000000.00,7,Australia,Action,profit
Quigley Down Under ,6.8,1990,21413105,20000000.00,7,Australia,Adventure,profit
Quigley Down Under ,6.8,1990,21413105,20000000.00,7,Australia,Drama,profit
Quigley Down Under ,6.8,1990,21413105,20000000.00,7,Australia,Romance,profit
Quigley Down Under ,6.8,1990,21413105,20000000.00,7,Australia,Western,profit
The Lego Movie ,7.8,2014,257756197,60000000.00,330,Australia,Action,profit
The Lego Movie ,7.8,2014,257756197,60000000.00,330,Australia,Adventure,profit
The Lego Movie ,7.8,2014,257756197,60000000.00,330,Australia,Animation,profit
The Lego Movie ,7.8,2014,257756197,60000000.00,330,Australia,Comedy,profit
The Lego Movie ,7.8,2014,257756197,60000000.00,330,Australia,Family,profit
The Lego Movie ,7.8,2014,257756197,60000000.00,330,Australia,Fantasy,profit
Fortress ,5.9,1992,6739141,8000000.00,-16,Australia,Action,loss
Fortress ,5.9,1992,6739141,8000000.00,-16,Australia,Crime,loss
Fortress ,5.9,1992,6739141,8000000.00,-16,Australia,Sci-Fi,loss
Fortress ,5.9,1992,6739141,8000000.00,-16,Australia,Thriller,loss
Adore ,6.2,2013,317125,16000000.00,-98,Australia,Drama,loss
Adore ,6.2,2013,317125,16000000.00,-98,Australia,Romance,loss
The Water Diviner ,7.1,2014,4190530,22500000.00,-81,Australia,Drama,loss
The Water Diviner ,7.1,2014,4190530,22500000.00,-81,Australia,War,loss
The Matrix Revolutions ,6.7,2003,139259759,150000000.00,-7,Australia,Action,loss
The Matrix Revolutions ,6.7,2003,139259759,150000000.00,-7,Australia,Sci-Fi,loss
In the Cut ,5.3,2003,4717455,12000000.00,-61,Australia,Mystery,loss
In the Cut ,5.3,2003,4717455,12000000.00,-61,Australia,Thriller,loss
Thunder and the House of Magic ,6.3,2013,4091,34000000.00,-100,Europe,Adventure,loss
Thunder and the House of Magic ,6.3,2013,4091,34000000.00,-100,Europe,Animation,loss
Thunder and the House of Magic ,6.3,2013,4091,34000000.00,-100,Europe,Comedy,loss
Thunder and the House of Magic ,6.3,2013,4091,34000000.00,-100,Europe,Family,loss
Thunder and the House of Magic ,6.3,2013,4091,34000000.00,-100,Europe,Fantasy,loss
The Devil's Double ,7.1,2011,1357042,15000000.00,-91,Europe,Biography,loss
The Devil's Double ,7.1,2011,1357042,15000000.00,-91,Europe,Drama,loss
The Devil's Double ,7.1,2011,1357042,15000000.00,-91,Europe,Thriller,loss
Futuro Beach ,6.1,2014,20262,4000000.00,-99,South America,Drama,loss
Elite Squad ,8.1,2007,8060,4000000.00,-100,South America,Action,loss
Elite Squad ,8.1,2007,8060,4000000.00,-100,South America,Crime,loss
Elite Squad ,8.1,2007,8060,4000000.00,-100,South America,Drama,loss
Elite Squad ,8.1,2007,8060,4000000.00,-100,South America,Thriller,loss
The Second Mother ,7.9,2015,375723,4000000.00,-91,South America,Comedy,loss
The Second Mother ,7.9,2015,375723,4000000.00,-91,South America,Drama,loss
Central Station ,8,1998,5595428,2900000.00,93,South America,Drama,profit
City of God ,8.7,2002,7563397,3300000.00,129,South America,Crime,profit
City of God ,8.7,2002,7563397,3300000.00,129,South America,Drama,profit
Fido ,6.8,2006,298110,8000000.00,-96,Central America,Comedy,loss
Fido ,6.8,2006,298110,8000000.00,-96,Central America,Drama,loss
Fido ,6.8,2006,298110,8000000.00,-96,Central America,Horror,loss
Fido ,6.8,2006,298110,8000000.00,-96,Central America,Sci-Fi,loss
Men with Brooms ,6,2002,4239767,7500000.00,-43,Central America,Comedy,loss
Men with Brooms ,6,2002,4239767,7500000.00,-43,Central America,Drama,loss
Men with Brooms ,6,2002,4239767,7500000.00,-43,Central America,Romance,loss
Men with Brooms ,6,2002,4239767,7500000.00,-43,Central America,Sport,loss
Where the Truth Lies ,6.5,2005,871527,25000000.00,-97,Central America,Crime,loss
Where the Truth Lies ,6.5,2005,871527,25000000.00,-97,Central America,Drama,loss
Where the Truth Lies ,6.5,2005,871527,25000000.00,-97,Central America,Mystery,loss
Where the Truth Lies ,6.5,2005,871527,25000000.00,-97,Central America,Thriller,loss
Beyond the Black Rainbow ,6.1,2010,56129,1100000.00,-95,Central America,Sci-Fi,loss
Beyond the Black Rainbow ,6.1,2010,56129,1100000.00,-95,Central America,Thriller,loss
The Sweet Hereafter ,7.7,1997,4306697,5000000.00,-14,Central America,Drama,loss
Cube ,7.3,1997,489220,365000.00,34,Central America,Mystery,profit
Cube ,7.3,1997,489220,365000.00,34,Central America,Sci-Fi,profit
Cube ,7.3,1997,489220,365000.00,34,Central America,Thriller,profit
Blindness ,6.6,2008,3073392,25000000.00,-88,Central America,Drama,loss
Blindness ,6.6,2008,3073392,25000000.00,-88,Central America,Mystery,loss
Blindness ,6.6,2008,3073392,25000000.00,-88,Central America,Sci-Fi,loss
Blindness ,6.6,2008,3073392,25000000.00,-88,Central America,Thriller,loss
Eddie: The Sleepwalking Cannibal ,5.7,2012,1521,1500000.00,-100,Central America,Comedy,loss
Eddie: The Sleepwalking Cannibal ,5.7,2012,1521,1500000.00,-100,Central America,Horror,loss
Splice ,5.8,2009,16999046,26000000.00,-35,Central America,Drama,loss
Splice ,5.8,2009,16999046,26000000.00,-35,Central America,Horror,loss
Splice ,5.8,2009,16999046,26000000.00,-35,Central America,Sci-Fi,loss
The Masked Saint ,4.7,2016,123777,3500000.00,-96,Central America,Action,loss
The Masked Saint ,4.7,2016,123777,3500000.00,-96,Central America,Biography,loss
The Masked Saint ,4.7,2016,123777,3500000.00,-96,Central America,Crime,loss
The Masked Saint ,4.7,2016,123777,3500000.00,-96,Central America,Drama,loss
The Masked Saint ,4.7,2016,123777,3500000.00,-96,Central America,Family,loss
The Masked Saint ,4.7,2016,123777,3500000.00,-96,Central America,Fantasy,loss
Inescapable ,5.2,2012,4063,4000000.00,-100,Central America,Drama,loss
Inescapable ,5.2,2012,4063,4000000.00,-100,Central America,Mystery,loss
Inescapable ,5.2,2012,4063,4000000.00,-100,Central America,Romance,loss
Inescapable ,5.2,2012,4063,4000000.00,-100,Central America,Thriller,loss
Highlander: The Final Dimension ,4.3,1994,13829734,26000000.00,-47,Central America,Action,loss
Highlander: The Final Dimension ,4.3,1994,13829734,26000000.00,-47,Central America,Fantasy,loss
Highlander: The Final Dimension ,4.3,1994,13829734,26000000.00,-47,Central America,Romance,loss
Highlander: The Final Dimension ,4.3,1994,13829734,26000000.00,-47,Central America,Sci-Fi,loss
The Red Violin ,7.7,1998,9473382,10000000.00,-5,Central America,Drama,loss
The Red Violin ,7.7,1998,9473382,10000000.00,-5,Central America,Music,loss
The Red Violin ,7.7,1998,9473382,10000000.00,-5,Central America,Mystery,loss
The Red Violin ,7.7,1998,9473382,10000000.00,-5,Central America,Romance,loss
Defendor ,6.8,2009,37606,3500000.00,-99,Central America,Comedy,loss
Defendor ,6.8,2009,37606,3500000.00,-99,Central America,Crime,loss
Defendor ,6.8,2009,37606,3500000.00,-99,Central America,Drama,loss
Snow Dogs ,5.1,2002,81150692,35000000.00,132,Central America,Adventure,profit
Snow Dogs ,5.1,2002,81150692,35000000.00,132,Central America,Comedy,profit
Snow Dogs ,5.1,2002,81150692,35000000.00,132,Central America,Family,profit
Snow Dogs ,5.1,2002,81150692,35000000.00,132,Central America,Sport,profit
Max Payne ,5.4,2008,40687294,35000000.00,16,Central America,Action,profit
Max Payne ,5.4,2008,40687294,35000000.00,16,Central America,Crime,profit
Max Payne ,5.4,2008,40687294,35000000.00,16,Central America,Drama,profit
Max Payne ,5.4,2008,40687294,35000000.00,16,Central America,Mystery,profit
Max Payne ,5.4,2008,40687294,35000000.00,16,Central America,Thriller,profit
Eye of the Beholder ,4.9,1999,16459004,15000000.00,10,Central America,Drama,profit
Eye of the Beholder ,4.9,1999,16459004,15000000.00,10,Central America,Mystery,profit
Eye of the Beholder ,4.9,1999,16459004,15000000.00,10,Central America,Thriller,profit
Street Fighter: The Legend of Chun-Li ,3.7,2009,8742261,18000000.00,-51,Central America,Action,loss
Street Fighter: The Legend of Chun-Li ,3.7,2009,8742261,18000000.00,-51,Central America,Crime,loss
Street Fighter: The Legend of Chun-Li ,3.7,2009,8742261,18000000.00,-51,Central America,Drama,loss
Street Fighter: The Legend of Chun-Li ,3.7,2009,8742261,18000000.00,-51,Central America,Mystery,loss
Street Fighter: The Legend of Chun-Li ,3.7,2009,8742261,18000000.00,-51,Central America,Thriller,loss
Silent Hill ,6.6,2006,46982632,50000000.00,-6,Central America,Adventure,loss
Silent Hill ,6.6,2006,46982632,50000000.00,-6,Central America,Horror,loss
Silent Hill ,6.6,2006,46982632,50000000.00,-6,Central America,Mystery,loss
The Statement ,6.2,2003,763044,23000000.00,-97,Central America,Drama,loss
The Statement ,6.2,2003,763044,23000000.00,-97,Central America,Thriller,loss
Dirty Work ,6.4,1998,9975684,13000000.00,-23,Central America,Comedy,loss
Barney's Great Adventure ,2.8,1998,11144518,15000000.00,-26,Central America,Adventure,loss
Barney's Great Adventure ,2.8,1998,11144518,15000000.00,-26,Central America,Family,loss
Dracula: Pages from a Virgin's Diary ,7,2002,39659,1600000.00,-98,Central America,Comedy,loss
Dracula: Pages from a Virgin's Diary ,7,2002,39659,1600000.00,-98,Central America,Horror,loss
Dracula: Pages from a Virgin's Diary ,7,2002,39659,1600000.00,-98,Central America,Musical,loss
X-Men 2 ,7.5,2003,214948780,110000000.00,95,Central America,Action,profit
X-Men 2 ,7.5,2003,214948780,110000000.00,95,Central America,Adventure,profit
X-Men 2 ,7.5,2003,214948780,110000000.00,95,Central America,Fantasy,profit
X-Men 2 ,7.5,2003,214948780,110000000.00,95,Central America,Sci-Fi,profit
X-Men 2 ,7.5,2003,214948780,110000000.00,95,Central America,Thriller,profit
The Nut Job ,5.8,2014,64238770,42000000.00,53,Central America,Adventure,profit
The Nut Job ,5.8,2014,64238770,42000000.00,53,Central America,Animation,profit
The Nut Job ,5.8,2014,64238770,42000000.00,53,Central America,Comedy,profit
The Nut Job ,5.8,2014,64238770,42000000.00,53,Central America,Family,profit
The Perfect Game ,7,2009,1089445,12500000.00,-91,Central America,Comedy,loss
The Perfect Game ,7,2009,1089445,12500000.00,-91,Central America,Drama,loss
The Perfect Game ,7,2009,1089445,12500000.00,-91,Central America,Family,loss
The Perfect Game ,7,2009,1089445,12500000.00,-91,Central America,Sport,loss
"I Love You, Beth Cooper ",5.3,2009,14793904,18000000.00,-18,Central America,Comedy,loss
"I Love You, Beth Cooper ",5.3,2009,14793904,18000000.00,-18,Central America,Romance,loss
Spider ,6.8,2002,1641788,8000000.00,-79,Central America,Drama,loss
Spider ,6.8,2002,1641788,8000000.00,-79,Central America,Mystery,loss
Spider ,6.8,2002,1641788,8000000.00,-79,Central America,Thriller,loss
The Pacifier ,5.5,2005,113006880,56000000.00,102,Central America,Action,profit
The Pacifier ,5.5,2005,113006880,56000000.00,102,Central America,Comedy,profit
The Pacifier ,5.5,2005,113006880,56000000.00,102,Central America,Drama,profit
The Pacifier ,5.5,2005,113006880,56000000.00,102,Central America,Family,profit
The Pacifier ,5.5,2005,113006880,56000000.00,102,Central America,Thriller,profit
Mambo Italiano ,6.7,2003,6239558,5000000.00,25,Central America,Comedy,profit
Mambo Italiano ,6.7,2003,6239558,5000000.00,25,Central America,Drama,profit
Incendies ,8.2,2010,6857096,6800000.00,1,Central America,Drama,profit
Incendies ,8.2,2010,6857096,6800000.00,1,Central America,Mystery,profit
Incendies ,8.2,2010,6857096,6800000.00,1,Central America,War,profit
Alone in the Dark ,2.3,2005,5132655,20000000.00,-74,Central America,Horror,loss
Alone in the Dark ,2.3,2005,5132655,20000000.00,-74,Central America,Sci-Fi,loss
Being Julia ,7.1,2004,7739049,18000000.00,-57,Central America,Comedy,loss
Being Julia ,7.1,2004,7739049,18000000.00,-57,Central America,Drama,loss
Being Julia ,7.1,2004,7739049,18000000.00,-57,Central America,Romance,loss
X-Men: The Last Stand ,6.8,2006,234360014,210000000.00,12,Central America,Action,profit
X-Men: The Last Stand ,6.8,2006,234360014,210000000.00,12,Central America,Adventure,profit
X-Men: The Last Stand ,6.8,2006,234360014,210000000.00,12,Central America,Fantasy,profit
X-Men: The Last Stand ,6.8,2006,234360014,210000000.00,12,Central America,Sci-Fi,profit
X-Men: The Last Stand ,6.8,2006,234360014,210000000.00,12,Central America,Thriller,profit
Bride of Chucky ,5.3,1998,32368960,25000000.00,29,Central America,Comedy,profit
Bride of Chucky ,5.3,1998,32368960,25000000.00,29,Central America,Fantasy,profit
Bride of Chucky ,5.3,1998,32368960,25000000.00,29,Central America,Horror,profit
Bride of Chucky ,5.3,1998,32368960,25000000.00,29,Central America,Romance,profit
Insidious: Chapter 3 ,6.1,2015,52200504,10000000.00,422,Central America,Fantasy,profit
Insidious: Chapter 3 ,6.1,2015,52200504,10000000.00,422,Central America,Horror,profit
Insidious: Chapter 3 ,6.1,2015,52200504,10000000.00,422,Central America,Thriller,profit
Casino Jack ,6.2,2010,1039869,15000000.00,-93,Central America,Biography,loss
Casino Jack ,6.2,2010,1039869,15000000.00,-93,Central America,Comedy,loss
Casino Jack ,6.2,2010,1039869,15000000.00,-93,Central America,Crime,loss
Casino Jack ,6.2,2010,1039869,15000000.00,-93,Central America,Drama,loss
Josie and the Pussycats ,5.3,2001,14252830,22000000.00,-35,Central America,Comedy,loss
Josie and the Pussycats ,5.3,2001,14252830,22000000.00,-35,Central America,Music,loss
Land of the Dead ,6.2,2005,20433940,15000000.00,36,Central America,Horror,profit
Rat Race ,6.4,2001,56607223,48000000.00,18,Central America,Adventure,profit
Rat Race ,6.4,2001,56607223,48000000.00,18,Central America,Comedy,profit
In the Company of Men ,7.3,1997,2856622,25000.00,11326,Central America,Comedy,profit
In the Company of Men ,7.3,1997,2856622,25000.00,11326,Central America,Drama,profit
The Barbarian Invasions ,7.7,2003,3432342,6000000.00,-43,Central America,Comedy,loss
The Barbarian Invasions ,7.7,2003,3432342,6000000.00,-43,Central America,Crime,loss
The Barbarian Invasions ,7.7,2003,3432342,6000000.00,-43,Central America,Drama,loss
The Barbarian Invasions ,7.7,2003,3432342,6000000.00,-43,Central America,Mystery,loss
The Barbarian Invasions ,7.7,2003,3432342,6000000.00,-43,Central America,Romance,loss
eXistenZ ,6.8,1999,2840417,31000000.00,-91,Central America,Horror,loss
eXistenZ ,6.8,1999,2840417,31000000.00,-91,Central America,Sci-Fi,loss
eXistenZ ,6.8,1999,2840417,31000000.00,-91,Central America,Thriller,loss
The Visual Bible: The Gospel of John ,7.7,2003,4068087,17000000.00,-76,Central America,Biography,loss
The Visual Bible: The Gospel of John ,7.7,2003,4068087,17000000.00,-76,Central America,Drama,loss
The Visual Bible: The Gospel of John ,7.7,2003,4068087,17000000.00,-76,Central America,History,loss
Slither ,6.5,2006,7774730,15500000.00,-50,Central America,Comedy,loss
Slither ,6.5,2006,7774730,15500000.00,-50,Central America,Horror,loss
Slither ,6.5,2006,7774730,15500000.00,-50,Central America,Sci-Fi,loss
Exotica ,7.2,1994,5132222,2000000.00,157,Central America,Drama,profit
Exotica ,7.2,1994,5132222,2000000.00,157,Central America,Mystery,profit
Exotica ,7.2,1994,5132222,2000000.00,157,Central America,Romance,profit
Saw VI ,6,2009,27669413,11000000.00,152,Central America,Horror,profit
Saw VI ,6,2009,27669413,11000000.00,152,Central America,Mystery,profit
Hobo with a Shotgun ,6.1,2011,703002,3000000.00,-77,Central America,Action,loss
Hobo with a Shotgun ,6.1,2011,703002,3000000.00,-77,Central America,Comedy,loss
Hobo with a Shotgun ,6.1,2011,703002,3000000.00,-77,Central America,Thriller,loss
Timecop ,5.8,1994,44450000,27000000.00,65,Central America,Action,profit
Timecop ,5.8,1994,44450000,27000000.00,65,Central America,Crime,profit
Timecop ,5.8,1994,44450000,27000000.00,65,Central America,Sci-Fi,profit
Timecop ,5.8,1994,44450000,27000000.00,65,Central America,Thriller,profit
House at the End of the Street ,5.6,2012,31607598,6900000.00,358,Central America,Drama,profit
House at the End of the Street ,5.6,2012,31607598,6900000.00,358,Central America,Horror,profit
House at the End of the Street ,5.6,2012,31607598,6900000.00,358,Central America,Thriller,profit
Saw 3D: The Final Chapter ,5.6,2010,45670855,20000000.00,128,Central America,Horror,profit
Saw 3D: The Final Chapter ,5.6,2010,45670855,20000000.00,128,Central America,Mystery,profit
Owning Mahowny ,7.2,2003,1011054,10000000.00,-90,Central America,Crime,loss
Owning Mahowny ,7.2,2003,1011054,10000000.00,-90,Central America,Drama,loss
Owning Mahowny ,7.2,2003,1011054,10000000.00,-90,Central America,Thriller,loss
Capote ,7.4,2005,28747570,7000000.00,311,Central America,Biography,profit
Capote ,7.4,2005,28747570,7000000.00,311,Central America,Crime,profit
Capote ,7.4,2005,28747570,7000000.00,311,Central America,Drama,profit
Pontypool ,6.7,2008,3478,1500000.00,-100,Central America,Fantasy,loss
Pontypool ,6.7,2008,3478,1500000.00,-100,Central America,Horror,loss
Willard ,6.2,2003,6852144,22000000.00,-69,Central America,Drama,loss
Willard ,6.2,2003,6852144,22000000.00,-69,Central America,Horror,loss
Willard ,6.2,2003,6852144,22000000.00,-69,Central America,Sci-Fi,loss
Willard ,6.2,2003,6852144,22000000.00,-69,Central America,Thriller,loss
Pompeii ,5.6,2014,23219748,80000000.00,-71,Central America,Action,loss
Pompeii ,5.6,2014,23219748,80000000.00,-71,Central America,Adventure,loss
Pompeii ,5.6,2014,23219748,80000000.00,-71,Central America,Drama,loss
Pompeii ,5.6,2014,23219748,80000000.00,-71,Central America,History,loss
Pompeii ,5.6,2014,23219748,80000000.00,-71,Central America,Romance,loss
Elektra ,4.8,2005,24407944,43000000.00,-43,Central America,Action,loss
Elektra ,4.8,2005,24407944,43000000.00,-43,Central America,Crime,loss
Elektra ,4.8,2005,24407944,43000000.00,-43,Central America,Fantasy,loss
Elektra ,4.8,2005,24407944,43000000.00,-43,Central America,Thriller,loss
Saint Ralph ,7.6,2004,795126,6000000.00,-87,Central America,Comedy,loss
Saint Ralph ,7.6,2004,795126,6000000.00,-87,Central America,Drama,loss
